model,ticker,period,test_accuracy,test_sharpe,test_cum_return,test_max_dd,overfit_gap,sharpe_gap
XGB+LSTM (70/30),AAPL,ai_boom_2024,0.5161290322580645,1.4361670829713709,0.1706578745288343,-0.16151390921932118,0.04387096774193555,0.6622364410642176
XGB+LSTM (70/30),MSFT,bear_2022,0.4838709677419355,-1.2639134121071363,-0.2211426385534272,-0.2738154912450472,0.04244482173174868,3.5355403633596456
XGB+LSTM (70/30),MSFT,recovery_2023,0.5161290322580645,2.6426248159478485,0.41738567792695025,-0.09633316418191928,-0.05397763783575377,-3.3922483827027796
XGB+LSTM (70/30),MSFT,ai_boom_2024,0.5403225806451613,2.359052581521075,0.23601243546924766,-0.09566813746868363,0.011677419354838792,-0.4403148421769536
XGB+LSTM (70/30),GOOGL,bear_2022,0.46774193548387094,-1.3605158083913427,-0.2520906657456824,-0.33081252407966444,-0.03454355491706934,0.5249861439275596
XGB+LSTM (70/30),GOOGL,recovery_2023,0.532258064516129,1.9922777344077491,0.3453769081747231,-0.18351651280921366,-0.08205886132887802,-3.0643391806501272
XGB+LSTM (70/30),GOOGL,ai_boom_2024,0.6370967741935484,2.179488939405572,0.325903028350085,-0.14956900929770112,-0.09709677419354834,-0.5676991219206602
XGB+LSTM (70/30),AMZN,bear_2022,0.47580645161290325,0.45719993362810757,0.051365733463952346,-0.25422854004622675,0.026217839885072425,-0.3836638936047093
XGB+LSTM (70/30),AMZN,recovery_2023,0.5,1.2822551676257021,0.21292752778135715,-0.25926286520609365,0.14143426294820716,4.847156770650095
XGB+LSTM (70/30),AMZN,ai_boom_2024,0.5,-1.3650136481601054,-0.16873688109864515,-0.2559181337673889,-0.028000000000000025,0.6564723730583442
XGB+LSTM (70/30),NVDA,bear_2022,0.45161290322580644,-1.8606056572151413,-0.5176606395298631,-0.6172128291245019,0.086848635235732,4.04915071746241
XGB+LSTM (70/30),NVDA,recovery_2023,0.5,-1.787402674166678,-0.45797793908057804,-0.9125912501151717,0.005976095617529875,2.032945261256563
XGB+LSTM (70/30),NVDA,ai_boom_2024,0.5564516129032258,0.031571750996576185,-0.06192706806847481,-0.5023457353079329,-0.06445161290322576,1.1773726171696701
