ticker,model,accuracy,sharpe,max_drawdown,win_rate,status,error,train_samples,test_samples,period,test_type
NVDA,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
NVDA,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
NVDA,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
NVDA,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
JPM,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
JPM,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
JPM,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
JPM,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
JPM,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
XOM,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
XOM,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
XOM,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
XOM,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
XOM,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2021-01-01 to 2021-12-31,regime_bull_2021
AAPL,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
AAPL,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
AAPL,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
AAPL,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
AAPL,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
MSFT,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
MSFT,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
MSFT,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
MSFT,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
MSFT,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
NVDA,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
NVDA,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
NVDA,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
NVDA,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
NVDA,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
JPM,xgb,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
JPM,lstm_small,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
JPM,ensemble_equal_50_50,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
JPM,ensemble_lstm_heavy_70_30,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
JPM,ensemble_xgb_heavy_30_70,0.0,0.0,0.0,0.0,failed,"Invalid comparison between dtype=datetime64[ns, America/New_York] and Timestamp",0,0,2022-01-01 to 2022-12-31,regime_bear_2022
