fold_id,ticker,train_start,train_end,test_start,test_end,sharpe,accuracy,total_pnl,avg_daily_pnl,num_trades
0,AAPL,2025-01-10,2025-07-14,2025-07-15,2025-08-26,0.2904348626733581,0.6129032258064516,0.0031474491822863775,0.00010153061878343153,4
1,AAPL,2025-02-26,2025-08-26,2025-08-27,2025-10-09,-0.8599028308616602,0.4838709677419355,-0.018228229580242394,-0.0005880074058142707,10
2,AAPL,2025-04-10,2025-10-09,2025-10-10,2025-11-21,4.503879421349327,0.6451612903225806,0.10506108520541763,0.003389067264690891,12
3,AAPL,2025-05-27,2025-11-21,2025-11-24,2026-01-08,-3.89581256250113,0.5161290322580645,-0.050975304154591006,-0.001644364650148097,5
